,week_of_outbreak,state_ut,district,Disease,Cases,Deaths,day,mon,year,Latitude,Longitude,preci,LAI,Temp
2245,28th week,Manipur,Churachandpur,Dengue,25,,4,5,2017,24.378704,93.6970015,0.130061748,53,301.3833334
2246,28th week,West Bengal,Burdwan,Acute Diarrhoeal Disease,71,,22,6,2017,23.2495714,87.8681751,0.69808446,11,307.1866666
2247,28th week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,193,,4,7,2017,22.642931,88.8930579,0.675513068,,295.96
2248,29th week,Assam,Kokrajhar,Malaria,10,,12,7,2017,26.58687695,90.29293105,4.258933777,,
2249,29th week,Chhattisgarh,Kawardha,Acute Diarrhoeal Disease,27,,21,7,2017,22.0059254,81.2332055,0.84298917,3,
2250,29th week,Chhattisgarh,Rajnandgaon,Acute Diarrhoeal Disease,18,,17,7,2017,20.9727404,80.69155548,0.524640222,2,
2251,29th week,Karnataka,Kalaburagi,Dengue,24,,19,7,2017,17.166667,77.083333,1.271991719,,302.2
2252,29th week,Karnataka,Hassan,Chikungunya,15,,17,7,2017,13.0070817,76.0992703,0.446481103,4,307.38
2253,29th week,Punjab,Barnala,Acute Diarrhoeal Disease,12,,17,7,2017,30.3704685,75.50401742,1.059996735,11,300.94
2254,29th week,Tamil Nadu,Tirunelveli,Dengue,37,1,17,7,2017,8.7284271,77.7112925,0.025252682,3,
2255,29th week,Chhattisgarh,Bastar,Malaria,73,1,5,7,2017,19.11912825,81.82918649,0.998311465,11,
2256,29th week,Chhattisgarh,Rajnandgaon,Acute Diarrhoeal Disease,89,,29,6,2017,20.9727404,80.69155548,1.019548938,4,311.32
2257,29th week,Karnataka,Chikkaballapura,Dengue,21,,8,7,2017,13.4358702,77.7312434,0.129787066,6,304.36
2258,29th week,Maharashtra,Latur,Acute Diarrhoeal Disease,17,1,3,7,2017,18.35159075,76.75542361,0.282408434,,
2259,29th week,Maharashtra,Osmanabad,Cholera,3,,11,7,2017,18.16984395,76.11796321,0.108867075,,309.7466666
2260,29th week,Maharashtra,Thane,Dengue,56,,2,5,2017,19.1943294,72.9701779,0.001320361,7,318.0833334
2261,29th week,Maharashtra,Thane,Dengue,89,,29,4,2017,19.1943294,72.9701779,0.002979762,7,318.384
2262,29th week,Maharashtra,Thane,Malaria,15,1,6,6,2017,19.1943294,72.9701779,0.360388253,6,309.664
2263,29th week,Maharashtra,Thane,Malaria,26,1,11,2,2017,19.1943294,72.9701779,3.37E-05,7,306.53
2264,29th week,Maharashtra,Thane,Dengue,86,1,3,1,2017,19.1943294,72.9701779,7.53E-05,10,304.9466666
2265,29th week,West Bengal,Jalpaiguri,Malaria,533,,23,5,2017,26.4733048,88.67886686,0.356881947,27,300.256
2266,30th week,Assam,Nagaon,Dengue,82,,29,7,2017,26.30414915,92.71605974,1.071144848,15,301.68
2267,30th week,Bihar,Arwal,Acute Diarrhoeal Disease,19,,22,7,2017,25.18077715,84.65920203,0.704321805,3,307.1866666
2268,30th week,Chhattisgarh,Balod,Acute Diarrhoeal Disease,72,,23,7,2017,20.73218365,81.14335738,3.372722278,4,
2269,30th week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,15,,25,7,2017,22.0090841,82.578896,2.555522357,2,
2270,30th week,Chhattisgarh,Mahasamund,Acute Diarrhoeal Disease,44,,23,7,2017,21.1882332,82.48484762,0.937693373,4,
2271,30th week,Gujarat,Navsari,Cholera,47,,27,7,2017,20.952407,72.9323831,1.214032591,,
2272,30th week,Gujarat,Valsad,Acute Diarrhoeal Disease,13,,26,7,2017,20.43219565,73.1409893,3.237218046,1,
2273,30th week,Haryana,Gurgaon,Cholera,40,,25,7,2017,28.42826235,77.00270015,0.327365322,8,304.0866666
2274,30th week,Jharkhand,West Singhbhum,Acute Diarrhoeal Disease,9,,24,7,2017,22.7859232,86.1716093,1.572192569,2,301.88
2275,30th week,Jammu and Kashmir,Anantnag,Acute Diarrhoeal Disease,13,,21,7,2017,33.7368773,75.1455138,0.696382652,20,292.63
2276,30th week,Jammu and Kashmir,Kupwara,Acute Diarrhoeal Disease,325,,27,7,2017,34.6110236,74.23847867,0.507790196,,290.4833334
2277,30th week,Karnataka,Ramanagara,Chikungunya,34,,20,7,2017,12.7252766,77.2804797,0.495558107,,303.8266666
2278,30th week,Kerala,Pathanamthitta,Cholera,4,1,20,7,2017,9.2780841,76.9737443,0.416627417,,298.85
2279,30th week,Maharashtra,Gadchiroli,Malaria,127,1,20,7,2017,19.75907035,80.16228073,3.48293604,,
2280,30th week,Madhya Pradesh,Khandwa,Acute Diarrhoeal Disease,165,1,23,7,2017,21.9778642,76.56882823,1.051537324,8,302.26
2281,30th week,Madhya Pradesh,Narsinghpur,Acute Diarrhoeal Disease,14,1,26,7,2017,22.9467047,79.1980228,0.475505699,2,
2282,30th week,Madhya Pradesh,Sidhi,Acute Diarrhoeal Disease,16,,26,7,2017,24.25,82,2.500361904,2,
2283,30th week,Punjab,Ludhiana,Cholera,106,,30,7,2017,30.9090157,75.851601,0.338010087,13,303.344
2284,30th week,Tamil Nadu,Villupuram,Acute Diarrhoeal Disease,54,,29,7,2017,11.9415377,79.4861469,0.06536877,9,311.732
2285,30th week,Telangana,Khammam,Dengue,26,,24,7,2017,17.5,80.333333,0.838616258,10,300.27
2286,30th week,Uttar Pradesh,Azamgarh,Acute Diarrhoeal Disease,11,,28,7,2017,26.02269675,83.02887343,1.465155439,,303.44
2287,30th week,Uttarakhand,Rudraprayag,Acute Diarrhoeal Disease,13,,21,7,2017,30.3009965,79.06287965,1.602749148,11,284.4933334
2288,30th week,Maharashtra,Kolhapur,Acute Diarrhoeal Disease,41,,17,7,2017,16.7028412,74.2405329,0.28130785,6,305.82
2289,30th week,Manipur,Churachandpur,Dengue,29,1,4,5,2017,24.378704,93.6970015,0.130061748,53,301.3833334
2290,31st week,Andhra Pradesh,Cuddapah,Acute Diarrhoeal Disease,51,,31,7,2017,14.4956602,78.8349278,0.087073812,6,308.0466666
2291,31st week,Chhattisgarh,Janjgir,Acute Diarrhoeal Disease,18,,29,7,2017,22.0090841,82.578896,1.947495509,6,
2292,31st week,Chhattisgarh,Korba,Acute Diarrhoeal Disease,58,,30,7,2017,22.3547468,82.7110855,1.630682322,6,
2293,31st week,Chhattisgarh,Korba,Acute Diarrhoeal Disease,43,,31,7,2017,22.3547468,82.7110855,1.471739798,6,
2294,31st week,Gujarat,Anand,Acute Diarrhoeal Disease,33,,2,8,2017,22.5584995,72.9625629,1.074812929,7,299.44
2295,31st week,Jammu and Kashmir,Baramulla,Acute Diarrhoeal Disease,289,,31,7,2017,34.20500565,74.36221081,0.233832478,22,297.0233334
2296,31st week,Jammu and Kashmir,Kulgam,Acute Diarrhoeal Disease,85,,2,8,2017,33.66980055,75.01480232,0.709147762,20,293.25
2297,31st week,Jammu and Kashmir,Jammu and Kashmir,Acute Diarrhoeal Disease,12,,4,8,2017,32.7185614,74.8580917,1.594628235,,286.9866666
2298,31st week,Karnataka,Chikkaballapura,Chikungunya,62,,27,7,2017,13.4358702,77.7312434,0.031863166,,307.732
2299,31st week,Karnataka,Chitradurga,Dengue,23,,3,8,2017,14.2266443,76.4005122,0.076541508,5,308.88
2300,31st week,Karnataka,Dharwad,Acute Diarrhoeal Disease,46,,29,7,2017,15.4540505,75.0066516,0.198182622,4,304.375
2301,31st week,Karnataka,Hassan,Acute Diarrhoeal Disease,26,,2,8,2017,13.0070817,76.0992703,0.187509129,7,305.82
2302,31st week,Kerala,Kozhikode,Cholera,6,,1,8,2017,11.2450558,75.7754716,0.266619014,,
2303,31st week,Madhya Pradesh,Khandwa,Cholera,34,,2,8,2017,21.9778642,76.56882823,0.446496021,11,298.04
2304,31st week,Madhya Pradesh,Sehore,Dengue,32,,2,8,2017,23.1156882,77.06623939,1.105708936,10,
2305,31st week,Madhya Pradesh,Sehore,Acute Diarrhoeal Disease,84,,2,8,2017,23.1156882,77.06623939,1.105708936,10,
2306,31st week,Rajasthan,Kota,Acute Diarrhoeal Disease,34,1,25,7,2017,25.1737019,75.8574194,0.832415305,5,313.86
2307,31st week,Tamil Nadu,Madurai,Dengue,49,,31,7,2017,9.9261153,78.1140983,0.050558371,5,315.348
2308,31st week,Telangana,Kamareddy,Acute Diarrhoeal Disease,39,,3,8,2017,18.316551,78.05393808,0.134687356,11,301.12
2309,31st week,West Bengal,Dakshin Dinajpur,Acute Diarrhoeal Disease,72,,29,7,2017,25.38703085,88.50471505,0.518952154,4,300.96
2310,31st week,Chhattisgarh,Bilaspur,Acute Diarrhoeal Disease,5,2,25,7,2017,21.98934025,82.10996499,1.554666691,3,
2311,31st week,Karnataka,Bijapur,Chikungunya,18,,26,7,2017,16.8269911,75.7175387,0.064902785,3,303.74
2312,31st week,Puducherry,Karaikal,Dengue,32,,24,7,2017,10.91571,79.8375761,0.018188766,9,311.3
2313,31st week,Telangana,RAJANNA SIRCILLA,Dengue,135,,4,7,2017,18.452116,78.76455837,0.256313484,,
2314,31st week,West Bengal,Burdwan,Acute Diarrhoeal Disease,154,,24,7,2017,23.2495714,87.8681751,1.387436199,5,
2315,31st week,West Bengal,Birbhum,Dengue,340,,23,7,2017,24,87.583333,0.58138269,4,306.4
2316,31st week,West Bengal,Purulia,Acute Diarrhoeal Disease,115,,26,7,2017,23.3291882,86.3672378,1.356479216,1,
2317,32nd week,Bihar,Saharsa,Acute Diarrhoeal Disease,16,,9,8,2017,25.83264165,86.61489283,1.031599159,5,292.15
2318,32nd week,Chhattisgarh,Balodabazar,Acute Diarrhoeal Disease,28,,7,8,2017,21.6542,82.1739,0.37602886,6,304.04
2319,32nd week,Jammu and Kashmir,Baramulla,Acute Diarrhoeal Disease,13,,6,8,2017,34.20500565,74.36221081,0.489358701,24,297.02
2320,32nd week,Jammu and Kashmir,Pulwama,Acute Diarrhoeal Disease,31,,5,8,2017,33.89829355,74.89634094,0.950164655,,286.6633334
2321,32nd week,Jharkhand,Deoghar,Acute Diarrhoeal Disease,23,,3,8,2017,24.4766423,86.60673245,0.864363253,5,
2322,32nd week,Jharkhand,Lohardaga,Acute Diarrhoeal Disease,12,,7,8,2017,23.46920055,84.73568423,1.036276621,18,299.84
2323,32nd week,Maharashtra,Gadchiroli,Malaria,4,1,4,8,2017,19.75907035,80.16228073,0.277615659,,302.9933334
2324,32nd week,Punjab,Ludhiana,Cholera,459,1,14,8,2017,30.9090157,75.851601,0.274248247,19,301.36
2325,32nd week,Rajasthan,Banswara,Acute Diarrhoeal Disease,8,4,8,8,2017,23.4929453,74.34983641,0.194143332,10,299.7
2326,32nd week,Tamil Nadu,Thoothukudi,Chikungunya,29,,6,8,2017,8.8052602,78.1452745,0.09788973,3,316.4866666
2327,32nd week,Uttar Pradesh,Ghazipur,Acute Diarrhoeal Disease,18,,5,8,2017,25.6035084,83.50745405,0.759718638,,
2328,32nd week,West Bengal,Burdwan,Acute Diarrhoeal Disease,23,,8,8,2017,23.2495714,87.8681751,0.808599007,4,
2329,32nd week,Bihar,Vaishali,Acute Diarrhoeal Disease,32,,21,7,2017,25.95322565,85.1445776,0.439762147,6,305.0266666
2330,32nd week,Chhattisgarh,Bemetara,Acute Diarrhoeal Disease,59,,20,7,2017,21.6783969,81.43047623,0.689943664,,
2331,32nd week,Chhattisgarh,Raigarh,Acute Gastroenteritis,53,,4,7,2017,22.5,83.5,1.227789934,,
2332,32nd week,Chhattisgarh,Raigarh,Acute Gastroenteritis,22,,10,7,2017,22.5,83.5,0.483930524,4,
2333,32nd week,Chhattisgarh,Raigarh,Acute Gastroenteritis,25,,19,7,2017,22.5,83.5,0.729922163,,303.66
2334,32nd week,Chhattisgarh,Surajpur,Malaria,1422,9,28,7,2017,23.35151515,82.97290273,2.46135401,,
2335,32nd week,Jharkhand,Dhanbad,Acute Diarrhoeal Disease,91,,2,7,2017,23.7952809,86.4309638,0.356663172,5,298.76
2336,32nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,27,3,25,7,2017,25.1265777,83.24965577,2.029030717,2,303.78
2337,32nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,15,,29,7,2017,25.1265777,83.24965577,2.569103886,6,
2338,32nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,22,,29,7,2017,25.1265777,83.24965577,2.569103886,6,
2339,32nd week,Uttar Pradesh,Chandauli,Acute Diarrhoeal Disease,12,,2,8,2017,25.1265777,83.24965577,0.753458736,6,
2340,32nd week,West Bengal,North 24 Parganas,Dengue,387,,1,8,2017,22.642931,88.8930579,0.666804578,6,297.82
2341,32nd week,West Bengal,North 24 Parganas,Acute Diarrhoeal Disease,18,,1,8,2017,22.642931,88.8930579,0.666804578,6,297.82
2342,33rd week,Bihar,Patna,Acute Diarrhoeal Disease,20,,16,8,2017,25.6093239,85.1235252,1.268049227,5,277.74
2343,33rd week,Chhattisgarh,Mahasamund,Cholera,39,,16,8,2017,21.1882332,82.48484762,0.400447798,10,301.44
2344,33rd week,Jammu and Kashmir,Kupwara,Acute Diarrhoeal Disease,104,,12,8,2017,34.6110236,74.23847867,0.54670738,,295.42
2345,33rd week,Karnataka,Vijayapura,Chikungunya,20,,14,8,2017,16.666667,75.916667,0.336416972,3,309.05
2346,33rd week,Karnataka,Tumkur,Chikungunya,48,,18,8,2017,13.3400771,77.1006208,0.214207188,4,
2347,33rd week,Karnataka,Tumkur,Dengue,56,,17,8,2017,13.3400771,77.1006208,0.434189903,4,
2348,33rd week,Meghalaya,West Garo Hills,Chikungunya,33,,22,6,2017,25.60631425,90.21139055,1.142944984,25,297.87
2349,33rd week,Meghalaya,West Garo Hills,Dengue,126,,7,6,2017,25.60631425,90.21139055,1.115118557,34,299.75
2350,33rd week,Maharashtra,Nagpur,Chikungunya,38,,18,8,2017,21.1498134,79.0820556,0.120525723,10,
2351,33rd week,Maharashtra,Satara,Dengue,26,,18,8,2017,17.63612885,74.29827808,0.104541018,8,307.5133334
2352,33rd week,Madhya Pradesh,Khandwa,Chikungunya,65,,14,8,2017,21.9778642,76.56882823,0.1238963,11,
2353,33rd week,Madhya Pradesh,Morena,Dengue,18,,11,8,2017,26.166667,77.5,0.774470113,7,
2354,33rd week,Rajasthan,Kota,Acute Diarrhoeal Disease,49,,11,8,2017,25.1737019,75.8574194,0.819454888,8,291.7
2355,33rd week,Tamil Nadu,Thiruvallur,Dengue,20,,16,8,2017,13.13014755,79.92435386,0.486309422,6,306.34
2356,33rd week,Tamil Nadu,Madurai,Chikungunya,72,,16,8,2017,9.9261153,78.1140983,0.362212498,6,
2357,33rd week,Tamil Nadu,Tiruvannamalai,Acute Diarrhoeal Disease,46,,18,8,2017,12.22721295,79.07015555,0.399783575,8,301.88
2358,33rd week,Telangana,Khammam,Dengue,42,,14,8,2017,17.5,80.333333,0.541496437,11,305.23
2359,33rd week,Uttar Pradesh,Budaun,Malaria,160,3,17,8,2017,28.06831165,79.04607312,0.056342712,10,300.6
2360,33rd week,West Bengal,Purba Medinipur,Dengue,147,,31,7,2017,22.06217445,87.83672383,1.59813157,5,
2361,33rd week,West Bengal,Purba Medinipur,Dengue,65,,18,8,2017,22.06217445,87.83672383,0.625803777,5,
2362,33rd week,Arunachal Pradesh,Papum Pare,Acute Diarrhoeal Disease,112,1,3,8,2017,27.28636665,93.6187716,1.461355685,22,297.8933334
2363,33rd week,Chandigarh,Chandigarh,Dengue,33,,7,8,2017,30.72984395,76.78414567,1.805582248,14,
2364,33rd week,Kerala,Palakkad,Dengue,617,4,30,5,2017,10.78789845,76.47408711,0.65511714,14,304.315
2365,33rd week,West Bengal,North 24 Parganas,Dengue,680,,1,8,2017,22.642931,88.8930579,0.666804578,6,297.82
2366,33rd week,West Bengal,Birbhum,Dengue,383,,23,7,2017,24,87.583333,0.58138269,4,306.4
2367,34th week,Bihar,Madhubani,Acute Diarrhoeal Disease,10,,22,8,2017,26.350072,86.22914689,0.671007387,17,298.02
2368,34th week,Bihar,Nawada,Acute Diarrhoeal Disease,14,2,20,8,2017,24.818124,85.51855623,0.574852281,,
2369,34th week,Bihar,Nawada,Acute Diarrhoeal Disease,25,,20,8,2017,24.818124,85.51855623,0.574852281,,
2370,34th week,Jammu and Kashmir,Bandipora,Acute Diarrhoeal Disease,24,,21,8,2017,34.4232433,74.635965,0.049967012,,296.9233334
2371,34th week,Karnataka,Dharwad,Cholera,78,,22,8,2017,15.4540505,75.0066516,0.248986518,3,309.22
2372,34th week,Karnataka,Haveri,Dengue,14,,22,8,2017,14.7874825,75.3996731,0.531561967,11,298.13
2373,34th week,Karnataka,Tumkur,Chikungunya,25,,23,8,2017,13.3400771,77.1006208,0.310454548,4,301.9
2374,34th week,Uttar Pradesh,Ghazipur,Acute Diarrhoeal Disease,14,,25,8,2017,25.6035084,83.50745405,0.376948359,12,303.23
2375,34th week,Uttar Pradesh,Jaunpur,Acute Diarrhoeal Disease,25,2,22,8,2017,25.7955927,82.48834098,0.333282454,17,300.96
2376,34th week,Bihar,Jehanabad,Acute Diarrhoeal Disease,17,3,13,8,2017,25.15247135,85.00687849,0.65322796,,303.22
2377,34th week,Bihar,Jamui,Malaria,5,,10,8,2017,24.96785205,86.17351147,0.507187856,9,
2378,34th week,Karnataka,Tumkur,Chikungunya,34,,24,7,2017,13.3400771,77.1006208,0.167918258,5,304.12
2379,34th week,Karnataka,Udupi,Dengue,63,,2,6,2017,13.3419169,74.7473232,1.017164019,,302.715
2380,34th week,Maharashtra,Nanded,Acute Gastroenteritis,27,,14,4,2017,19.09400875,77.48319215,4.92E-05,,320
2381,34th week,West Bengal,North 24 Parganas,Dengue,757,,1,8,2017,22.642931,88.8930579,0.666804578,6,297.82
2382,34th week,West Bengal,Purba Medinipur,Dengue,186,,31,7,2017,22.06217445,87.83672383,1.59813157,5,
2383,34th week,West Bengal,Purba Medinipur,Dengue,90,,31,7,2017,22.06217445,87.83672383,1.59813157,5,
2384,35th week,Assam,Dibrugarh,Cholera,24,,24,8,2017,27.4844597,94.9019447,0.401762508,22,291.265
2385,35th week,Assam,Kamrup,Acute Diarrhoeal Disease,16,,27,8,2017,26.12755515,91.29987148,0.630913043,15,301.42
2386,35th week,Assam,Tinsukia,Acute Diarrhoeal Disease,280,,29,8,2017,27.52016575,95.53063473,0.52379958,,303.38
2387,35th week,Bihar,Nawada,Acute Diarrhoeal Disease,19,1,27,8,2017,24.818124,85.51855623,0.271158262,13,303.6533334
2388,35th week,Jammu and Kashmir,Shopian,Acute Diarrhoeal Disease,18,,29,8,2017,33.718807,74.8333311,0.327336582,,295.53
2389,35th week,Karnataka,Bidar,Acute Diarrhoeal Disease,17,,30,8,2017,18.083333,77.333333,1.507768512,14,
2390,35th week,Karnataka,Bidar,Acute Gastroenteritis,49,,2,9,2017,18.083333,77.333333,1.150282197,14,303.04
2391,35th week,Karnataka,Gadag,Acute Gastroenteritis,15,,29,8,2017,15.4206667,75.6225644,0.746972072,,303.68
2392,35th week,Karnataka,Haveri,Acute Gastroenteritis,31,,30,8,2017,14.7874825,75.3996731,0.957321625,18,
2393,35th week,Madhya Pradesh,Khandwa,Chikungunya,45,,29,8,2017,21.9778642,76.56882823,0.756473563,,
2394,35th week,Madhya Pradesh,Khargone,Chikungunya,41,,25,8,2017,21.825599,75.614182,0.635998104,8,298.2
2395,35th week,Telangana,Sangareddy,Acute Diarrhoeal Disease,27,,28,8,2017,17.86859205,77.82281995,0.545691924,,300.36
2396,35th week,Uttar Pradesh,Mau,Acute Diarrhoeal Disease,10,,31,8,2017,26.0376878,83.49793418,0.622992348,16,301.3066666
2397,35th week,West Bengal,Birbhum,Acute Diarrhoeal Disease,97,,4,9,2017,24,87.583333,0.808914455,18,296.27
2398,35th week,Bihar,Jamui,Acute Diarrhoeal Disease,12,,21,8,2017,24.96785205,86.17351147,0.975457555,,298.25
2399,35th week,Chandigarh,Chandigarh,Dengue,77,,7,8,2017,30.72984395,76.78414567,1.805582248,14,
2400,35th week,Chhattisgarh,Bastar,Acute Diarrhoeal Disease,26,5,14,8,2017,19.11912825,81.82918649,0.815408411,8,
2401,35th week,Karnataka,Tumkur,Dengue And Chikungunya,15,,23,8,2017,13.3400771,77.1006208,0.310454548,4,301.9
2402,35th week,Maharashtra,Sindhudurg,Malaria,11,,23,8,2017,16.1357193,73.6522086,1.135270023,13,298.35
2403,35th week,Manipur,Imphal West,Dengue,164,,4,6,2017,24.757326,93.85847858,1.408557683,28,
2404,35th week,West Bengal,Birbhum,Dengue,383,,23,7,2017,24,87.583333,0.58138269,4,306.4
2405,36th week,Andhra Pradesh,East Godavari,Acute Diarrhoeal Disease,24,,3,9,2017,16.99842865,81.71561488,0.324461538,20,300.93
2406,36th week,Bihar,Bhabua,Acute Diarrhoeal Disease,17,,9,9,2017,25.07634815,83.63359776,0.302664265,19,302.3766666
2407,36th week,Bihar,Nawada,Acute Diarrhoeal Disease,9,3,3,9,2017,24.818124,85.51855623,0.629891019,17,303.68
2408,36th week,Bihar,West Champaran,Acute Diarrhoeal Disease,13,,2,9,2017,26.6919717,84.5796928,0.780164959,14,302.02
2409,36th week,Maharashtra,Beed,Acute Gastroenteritis,14,,6,9,2017,18.9918442,75.909784,0.059011175,,304.24
2410,36th week,Maharashtra,Jalgaon,Acute Diarrhoeal Disease,20,1,3,9,2017,20.84288265,75.52612464,0.387581621,17,302.8266666
2411,36th week,Maharashtra,Sangli,Acute Diarrhoeal Disease,40,,4,9,2017,17.1726928,74.58676543,0.225798301,16,298.975
2412,36th week,Telangana,Khammam,Dengue,16,,4,9,2017,17.5,80.333333,0.101861005,15,301.76
2413,36th week,Uttar Pradesh,Amethi,Acute Diarrhoeal Disease,47,1,1,9,2017,26.34738315,81.62387832,0.677680561,20,299.55
2414,36th week,Uttarakhand,Tehri Garhwal,Acute Diarrhoeal Disease,7,,5,9,2017,30.5,78.666667,1.526703808,,288.02
2415,36th week,Assam,Lakhimpur,Acute Diarrhoeal Disease,8,,28,8,2017,27.0827158,93.9978423,0.262439787,,303.065
2416,36th week,Bihar,Nawada,Acute Diarrhoeal Disease,14,,30,8,2017,24.818124,85.51855623,0.382324461,17,306
2417,36th week,Himachal Pradesh,Solan,Dengue,10,,25,8,2017,30.92589585,77.08200509,0.583312629,34,295.9
2418,36th week,Karnataka,Chikkaballapur,Dengue,95,,31,7,2017,13.6102243,77.5127721,0.099724182,6,306.624
2419,36th week,Karnataka,Tumkur,Dengue And Chikungunya,32,,17,8,2017,13.3400771,77.1006208,0.434189903,4,
2420,36th week,Maharashtra,Sangli,Dengue,11,,16,8,2017,17.1726928,74.58676543,0.140404585,11,303.96
2421,36th week,Jammu and Kashmir,Pulwama,Acute Diarrhoeal Disease,31,,5,8,2017,33.89829355,74.89634094,0.950164655,,286.6633334
2422,36th week,Maharashtra,Kolhapur,Malaria,6,,25,7,2017,16.7028412,74.2405329,0.728438827,7,298.91
2423,36th week,West Bengal,North 24 Parganas,Dengue,806,,4,8,2017,22.642931,88.8930579,0.82374122,,295.91
2424,36th week,West Bengal,Purba Medinipur,Dengue,104,,18,8,2017,22.06217445,87.83672383,0.625803777,5,
2425,37th week,Assam,Nagaon,Acute Diarrhoeal Disease,13,,12,9,2017,26.30414915,92.71605974,0.947265762,24,301.93
2426,37th week,Bihar,Bhabua,Acute Diarrhoeal Disease,14,,14,9,2017,25.07634815,83.63359776,0.452713333,,301.668
2427,37th week,Bihar,Bhabua,Acute Diarrhoeal Disease,26,2,14,9,2017,25.07634815,83.63359776,0.452713333,,301.668
2428,37th week,Bihar,Madhubani,Acute Diarrhoeal Disease,13,1,10,9,2017,26.350072,86.22914689,0.206848088,20,301.284
2429,37th week,Bihar,Muzaffarpur,Acute Diarrhoeal Disease,54,3,7,9,2017,26.1486581,85.34001282,0.382598924,17,300.196
2430,37th week,Gujarat,Surat,Acute Diarrhoeal Disease,18,,13,9,2017,21.19177615,72.95441578,0.751357924,,304.8733334
2431,37th week,Jammu and Kashmir,Leh (Ladakh),Acute Gastroenteritis,30,,11,9,2017,34.1634271,77.5843437,0.097078593,5,293.0166666
2432,37th week,Karnataka,Mandya,Dengue And Chikungunya,111,,12,9,2017,12.5238888,76.8961961,0.544012905,11,302.18
2433,37th week,Karnataka,Raichur,Chikungunya,11,,13,9,2017,16.083333,77.166667,0.34379597,,303.42
2434,37th week,Karnataka,Shimoga,Dengue And Chikungunya,18,,11,9,2017,13.9326093,75.574978,0.84620837,17,299.5666666
2435,37th week,Karnataka,Tumkur,Chikungunya,10,,8,9,2017,13.3400771,77.1006208,0.687562829,8,302.42
2436,37th week,Karnataka,Tumkur,Chikungunya,22,,5,9,2017,13.3400771,77.1006208,0.226500979,,307.41
2437,37th week,Madhya Pradesh,Barwani,Dengue,18,,12,9,2017,22.0333621,74.8978374,0.168926448,20,303.185
2438,37th week,Madhya Pradesh,Khandwa,Chikungunya,27,,16,9,2017,21.9778642,76.56882823,1.010341305,17,304.9
2439,37th week,Madhya Pradesh,Raisen,Malaria,13,,13,9,2017,23.25,78.083333,0.398245961,,304.91
2440,37th week,Maharashtra,Aurangabad,Dengue,18,,12,9,2017,19.877263,75.3390241,0.194173318,9,300.8533334
2441,37th week,Uttar Pradesh,Bara-Banki,Acute Diarrhoeal Disease,15,1,10,9,2017,26.9013312,81.2151601,0.061151483,20,301.15
2442,37th week,Assam,Kamrup,Acute Diarrhoeal Disease,25,,5,9,2017,26.12755515,91.29987148,1.015994235,,300.98
2443,37th week,Bihar,Vaishali,Acute Diarrhoeal Disease,21,,18,8,2017,25.95322565,85.1445776,1.487610193,7,
2444,37th week,Goa,South Goa,Dengue,179,,3,8,2017,15.21961365,74.1152813,0.638109307,15,297.96
2445,37th week,Karnataka,Tumkur,Dengue,30,,4,9,2017,13.3400771,77.1006208,0.346798257,6,307.41
2446,37th week,Maharashtra,Latur,Acute Diarrhoeal Disease,12,,3,9,2017,18.35159075,76.75542361,0.691853904,18,301.955
2447,37th week,Maharashtra,Latur,Acute Diarrhoeal Disease,22,,3,9,2017,18.35159075,76.75542361,0.691853904,18,301.955
2448,37th week,Maharashtra,Wardha,Acute Diarrhoeal Disease,15,,6,9,2017,20.82562315,78.6131455,0.097316204,,303.672
2449,38th week,Chhattisgarh,Kawardha,Acute Diarrhoeal Disease,29,,19,9,2017,22.0059254,81.2332055,0.535297687,16,302.99
2450,38th week,Gujarat,Sabarkantha,Acute Diarrhoeal Disease,34,,21,9,2017,24.0294885,73.0459884,0.332992785,,303.0533334
2451,38th week,Karnataka,Hassan,Acute Gastroenteritis,4,2,17,9,2017,13.0070817,76.0992703,0.271138489,12,301.5266666
2452,38th week,Maharashtra,Ahmednagar,Chikungunya,28,,17,9,2017,19.1627725,74.8580243,0.832104287,6,297.44
2453,38th week,Maharashtra,Nagpur,Dengue,5,,15,9,2017,21.1498134,79.0820556,1.03122049,13,300.6
2454,38th week,Maharashtra,Sindhudurg,Malaria,5,,16,9,2017,16.1357193,73.6522086,0.741407708,11,302.0466666
2455,38th week,Tamil Nadu,Thiruvallur,Dengue,36,,18,9,2017,13.13014755,79.92435386,0.366047148,10,302.5
2456,38th week,Assam,Kokrajhar,Dengue,4,1,10,9,2017,26.58687695,90.29293105,0.852476454,24,297.36
2457,38th week,Bihar,Muzaffarpur,Acute Diarrhoeal Disease,15,,13,9,2017,26.1486581,85.34001282,0.257298978,,302.845
2458,38th week,Chhattisgarh,Bemetara,Acute Diarrhoeal Disease,48,,8,8,2017,21.6783969,81.43047623,0.551561137,6,
2459,38th week,West Bengal,Malda,Dengue And Chikungunya,493,,9,7,2017,25.0057449,88.1398483,1.295882154,4,
2460,38th week,West Bengal,Malda,Acute Diarrhoeal Disease,124,,10,9,2017,25.0057449,88.1398483,0.291647585,16,301.96
2461,38th week,West Bengal,Nadia,Dengue,124,,21,8,2017,23.48454125,88.55676307,0.912907153,,301.19
